GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Engine RPM(rpm),Speed (OBD)(mph),Ratio (RPM/mph),5,4,3,2,1
Thu Jan 11 19:08:37 EST 2018,08:36.7,-85.64320614,38.19010727,17.88,4.5509996,117,300.8,0.0717926,8.74278259,3.87338257,-0.02686852,1950.25,38.52501297,50.6229550530895,38.52501297,#N/A,#N/A,,
Thu Jan 11 19:08:38 EST 2018,08:37.7,-85.64337676,38.19018285,17.59,4.5509996,116,300.7,0.17169189,8.72424316,3.58683777,-0.01929075,1989.25,39.14638519,50.8156753259598,39.14638519,#N/A,#N/A,,
Thu Jan 11 19:08:39 EST 2018,08:38.7,-85.64356248,38.19025392,17.73,4.5509996,116,297.8,-0.53001404,9.8536377,2.97009277,0.05521533,2010.5,39.76775742,50.5560315802188,39.76775742,#N/A,#N/A,,
Thu Jan 11 19:08:40 EST 2018,08:39.7,-85.64374493,38.19033023,17.99,4.5509996,116,295.7,-1.21615601,9.68255615,2.90010071,0.04376385,2042.25,40.38912582,50.5643526205936,40.38912582,#N/A,#N/A,,
Thu Jan 11 19:08:41 EST 2018,08:40.7,-85.64394292,38.19039627,18.37,4.5509996,116,293,-0.79560852,9.39482117,2.76550293,0.03427545,2067.75,40.38912582,51.1957106775529,40.38912582,#N/A,#N/A,,
Thu Jan 11 19:08:42 EST 2018,08:41.7,-85.64414266,38.19046356,18.64,4.5509996,116,292.5,-0.22612,8.77807617,2.49391174,-0.0497524,2097.75,41.01049805,51.151536795345,41.01049805,#N/A,#N/A,,
Thu Jan 11 19:08:43 EST 2018,08:42.7,-85.64435166,38.19053948,19.67,4.5509996,116,294,-0.4737854,9.57548523,2.82293701,0.03777331,2114,41.01049805,51.5477768015061,41.01049805,#N/A,#N/A,,
Thu Jan 11 19:08:44 EST 2018,08:43.7,-85.64455581,38.19056971,18.68,4.5509996,116,287.9,-0.57548523,10.22872925,3.47257996,0.10513234,2040.5,40.38912582,50.5210241264885,40.38912582,#N/A,#N/A,,
Thu Jan 11 19:08:45 EST 2018,08:44.7,-85.64476446,38.19061675,18.86,4.5509996,116,287.7,-0.96789551,8.98266602,3.95533752,0.01672365,1982,39.14638519,50.6304730406195,39.14638519,#N/A,#N/A,,
Thu Jan 11 19:08:46 EST 2018,08:45.7,-85.64496106,38.19064552,17.59,4.5509996,116,282.3,-0.16809082,9.69631958,3.85842896,0.03324256,1935.5,37.90364456,51.0636911692272,37.90364456,#N/A,#N/A,,
Thu Jan 11 19:08:47 EST 2018,08:46.7,-85.64515485,38.19067331,17.37,4.5509996,117,280.9,0.45045471,9.24645996,2.69909668,0.01639086,1876.5,36.66090012,51.1853226150411,36.66090012,#N/A,#N/A,,
Thu Jan 11 19:08:48 EST 2018,08:47.7,-85.64534058,38.1906874,16.64,4.5509996,116,278.4,0.08853149,9.96611023,3.39183044,0.09217566,1826.25,36.03952789,50.6735272885396,36.03952789,#N/A,#N/A,,
Thu Jan 11 19:08:49 EST 2018,08:48.7,-85.64553158,38.19069613,16.2,4.5509996,116,276.9,-0.60598755,8.5980072,3.61735535,0.01051358,1774.25,34.79678726,50.9889027036572,34.79678726,#N/A,#N/A,,
Thu Jan 11 19:08:50 EST 2018,08:49.7,-85.64571001,38.19070402,15.81,4.5509996,117,275.4,-0.10528564,8.37309265,4.1736908,-0.0041953,1741,34.17541504,50.9430535945877,34.17541504,#N/A,#N/A,,
Thu Jan 11 19:08:51 EST 2018,08:50.7,-85.64588511,38.19071457,15.35,4.5509996,117,274.9,-0.18783569,9.3583374,3.38703918,0.03046217,1699.75,33.55404282,50.657085023056,33.55404282,#N/A,#N/A,,
Thu Jan 11 19:08:52 EST 2018,08:51.7,-85.64607175,38.19073361,16.42,4.5509996,117,277,-0.18664551,9.33918762,3.62272644,0.04029995,1653.25,32.31130219,51.1663067702565,32.31130219,#N/A,#N/A,,
Thu Jan 11 19:08:53 EST 2018,08:52.7,-85.64622233,38.19073574,14.63,4.5509996,117,274,0.20399475,9.38465881,4.97468567,0.02825912,1608,31.68992996,50.7416709986316,31.68992996,#N/A,#N/A,,
Thu Jan 11 19:08:54 EST 2018,08:53.7,-85.64638078,38.19073772,14.1,4.5509996,117,273.5,-0.43908691,9.21177673,2.90548706,-0.0020847,1559.25,31.06855965,50.1873925784004,31.06855965,#N/A,#N/A,,
Thu Jan 11 19:08:55 EST 2018,08:54.7,-85.64653333,38.19074147,13.75,4.5509996,116,273.3,-0.16511536,9.36073303,3.85424805,0.04021378,1499.25,29.20444679,51.3363602050275,29.20444679,#N/A,#N/A,,
Thu Jan 11 19:08:56 EST 2018,08:55.7,-85.64668296,38.19075162,13.16,4.5509996,116,273,-0.4510498,9.73460388,4.77787781,0.08507371,1456,27.96170425,52.0712180839263,27.96170425,#N/A,#N/A,,
Thu Jan 11 19:08:57 EST 2018,08:56.7,-85.64681665,38.19076178,12.41,4.5509996,116,273.1,-0.24168396,8.88215637,3.76451111,0.00269091,1297.75,25.47621918,50.9396622328793,25.47621918,#N/A,#N/A,,
Thu Jan 11 19:08:58 EST 2018,08:57.7,-85.64694447,38.19076031,11.24,4.5509996,116,273.5,-0.58265686,9.57009888,4.92382812,0.01196069,1187,22.36936378,53.0636459612353,22.36936378,#N/A,#N/A,,
Thu Jan 11 19:08:59 EST 2018,08:58.7,-85.64705469,38.19076545,9.89,4.5509996,116,273.5,0.0382843,9.10888672,4.88017273,0.04031864,1004.75,20.50524902,48.9996487738338,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:00 EST 2018,08:59.7,-85.64715529,38.1907689,8.56,4.5509996,116,273.4,-0.13400269,9.04428101,4.92622375,0.03333838,707.5,16.77702141,42.1707752949694,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:01 EST 2018,09:00.7,-85.64723658,38.19077511,7.38,4.5509996,116,273.4,-0.0723877,9.10050964,4.48295593,0.04119972,704.25,15.53427982,45.3352204389479,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:02 EST 2018,09:01.7,-85.64730217,38.19077321,5.88,4.5509996,116,273.6,-0.2416687,8.92523193,3.8039856,0.00830418,712,11.18468189,63.6584935541694,#N/A,11.18468189,#N/A,,
Thu Jan 11 19:09:03 EST 2018,09:02.7,-85.64735212,38.19078277,4.85,4.5509996,115,275.9,-0.09272766,9.25604248,4.85803223,0.0485918,718,7.45645428,96.2924163467143,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:04 EST 2018,09:03.7,-85.64738153,38.19078414,3.16,4.5509996,116,273.1,-0.18664551,9.21954346,4.39321899,0.04411004,721,4.97096968,145.042123853791,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:05 EST 2018,09:04.7,-85.64740307,38.19078318,2.03,4.5509996,116,270.2,-0.33978271,9.18125916,3.21954346,0.02715661,729.5,3.72822714,195.669408704535,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:06 EST 2018,09:05.7,-85.64742641,38.19078199,1.69,4.5509996,116,269.9,-0.30389404,9.35594177,3.76690674,0.03170167,721,3.10685587,232.067411611212,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:07 EST 2018,09:06.7,-85.64744038,38.19078382,1.31,4.5509996,115,269.9,-0.44984436,9.28594971,3.74716187,0.03116852,724.75,2.48548484,291.593007664452,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:08 EST 2018,09:07.7,-85.64746474,38.19078142,1.17,4.5509996,115,270,-0.44267273,9.46362305,3.72143555,0.03318179,723.25,1.86411357,387.986017396998,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:09 EST 2018,09:08.7,-85.64745559,38.19077614,0.83,4.5509996,115,270,-0.6550293,9.49472046,2.70150757,0.03179395,768.5,1.86411357,412.260289484401,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:10 EST 2018,09:09.7,-85.64747027,38.1907805,1.28,4.5509996,114,270,-0.47557068,10.03669739,1.77726746,0.05080754,1215,3.72822714,325.89216117342,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:11 EST 2018,09:10.7,-85.64750098,38.19077848,2.18,4.5509996,114,270.3,-0.92123413,9.77288818,1.49850464,0.03122538,1382.25,5.59234095,247.168406282525,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:12 EST 2018,09:11.7,-85.64754279,38.19077721,3.51,4.5509996,114,274.1,-0.88354492,9.78305054,1.48236084,0.04760021,2152.75,9.32056808,230.967681532133,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:13 EST 2018,09:12.7,-85.64759295,38.19077853,4.82,4.5509996,114,273.5,-0.69810486,9.63290405,2.90130615,0.06322388,2304,11.18468189,205.996024085402,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:14 EST 2018,09:13.7,-85.6476612,38.19078337,5.15,4.5509996,114,274.7,-0.29492188,9.62632751,2.52502441,0.02758712,1352.25,11.18468189,120.901963354811,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:15 EST 2018,09:14.7,-85.64772301,38.19079003,5.31,4.5509996,115,274.4,-0.47917175,9.71186829,1.21195984,0.01787049,1672.75,13.04879475,128.1919159622,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:16 EST 2018,09:15.7,-85.64779674,38.19079547,6.53,4.5509996,115,273.8,-0.99481201,9.78005981,1.7832489,0.03255249,2000.25,16.77702141,119.225573545954,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:17 EST 2018,09:16.7,-85.64787989,38.19081025,7.43,4.5509996,114,278.9,-0.46360779,9.6341095,1.45483398,0.05250388,2474.75,19.88387871,124.460123504747,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:18 EST 2018,09:17.7,-85.64799852,38.19080828,9.47,4.5509996,114,273.4,-0.8416748,9.49353027,2.20619202,0.04163623,2825,22.36936378,126.288795147843,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:19 EST 2018,09:18.7,-85.64812432,38.19081774,10.63,4.5509996,113,274,-0.45225525,9.06341553,2.92463684,0.0404188,2783.75,24.23347664,114.872085477208,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:20 EST 2018,09:19.7,-85.64825245,38.19082134,10.81,4.5509996,113,273.1,-0.51445007,9.5952301,2.66859436,0.03558379,2024,24.23347664,83.5208265849551,#N/A,#N/A,24.23347664,,
Thu Jan 11 19:09:21 EST 2018,09:20.7,-85.64838013,38.19082517,10.98,4.5509996,114,272.6,-0.47497559,9.79142761,1.9932251,0.02983264,2086,25.47621918,81.8802815779512,#N/A,#N/A,25.47621918,,
Thu Jan 11 19:09:22 EST 2018,09:21.7,-85.64850872,38.19082954,10.74,4.5509996,113,271.4,-1.17427063,10.00320435,1.96391296,0.04034988,2279.75,27.34033203,83.3841373066895,#N/A,#N/A,27.34033203,,
Thu Jan 11 19:09:23 EST 2018,09:22.7,-85.64865356,38.19084303,11.9,4.5509996,113,275.1,-0.79022217,9.53779602,2.28215027,0.03425394,2434.25,29.20444679,83.35203256901,#N/A,#N/A,29.20444679,,
Thu Jan 11 19:09:24 EST 2018,09:23.7,-85.64879765,38.19086305,12.51,4.5509996,113,277.2,-0.31944275,9.97209167,2.19062805,0.06020591,2596.25,31.06855965,83.5651870974328,#N/A,#N/A,31.06855965,,
Thu Jan 11 19:09:25 EST 2018,09:24.7,-85.64898259,38.19085853,14.61,4.5509996,114,272.4,-0.71305847,9.70709229,2.45443726,0.04967932,2764,32.93267441,83.9288047362686,#N/A,#N/A,32.93267441,,
Thu Jan 11 19:09:26 EST 2018,09:25.7,-85.64914285,38.19086472,14.15,4.5509996,115,269.6,-0.55693054,9.61495972,2.48854065,0.03630449,2854.5,34.79678726,82.0334354051512,#N/A,#N/A,34.79678726,,
Thu Jan 11 19:09:27 EST 2018,09:26.7,-85.64932029,38.19087507,14.6,4.5509996,116,272.4,-0.23330688,8.64167786,3.19741821,0.00334661,2470.25,34.79678726,70.9907492764319,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:28 EST 2018,09:27.7,-85.64951349,38.19088585,15.95,4.5509996,117,272.8,-0.73698425,9.33978271,2.23609924,0.00218857,2236.25,35.41815948,63.1385151806878,#N/A,35.41815948,#N/A,,
Thu Jan 11 19:09:29 EST 2018,09:28.7,-85.6497088,38.19089337,16.46,4.5509996,117,273.1,-0.74595642,10.68395996,0.77827454,0.11361879,2330.75,37.28227234,62.5163074488716,#N/A,37.28227234,#N/A,,
Thu Jan 11 19:09:30 EST 2018,09:29.7,-85.64991015,38.19090931,16.9,4.5509996,117,275.7,-0.46360779,10.77069092,1.85383606,0.04480378,2422.75,39.14638519,61.8894947321699,#N/A,39.14638519,#N/A,,
Thu Jan 11 19:09:31 EST 2018,09:30.7,-85.65012006,38.19091753,18.02,4.5509996,117,273.6,-0.19203186,9.59701538,1.75334167,0.02063909,2513.5,41.01049805,61.2891849529733,#N/A,41.01049805,#N/A,,
Thu Jan 11 19:09:32 EST 2018,09:31.7,-85.65033229,38.19092863,18.58,4.5509996,116,273.7,-0.74835205,9.47976685,2.02612305,-0.03929805,2618.25,41.63187027,62.8905207241366,#N/A,41.63187027,#N/A,,
Thu Jan 11 19:09:33 EST 2018,09:32.7,-85.65054748,38.19094171,18.65,4.5509996,116,273.9,-0.1268158,9.18904114,1.93161011,-0.00248435,2680.75,42.8746109,62.5253487723197,#N/A,42.8746109,#N/A,,
Thu Jan 11 19:09:34 EST 2018,09:33.7,-85.65078257,38.19095766,19.66,4.5509996,116,274.8,-0.23869324,9.07896423,3.11724854,-0.00218487,2740.75,43.49598312,63.0115657447864,#N/A,43.49598312,#N/A,,
Thu Jan 11 19:09:35 EST 2018,09:34.7,-85.65102099,38.19097479,19.99,4.5509996,115,275.7,-0.35414124,9.54795837,4.18385315,0.03082984,2440,44.11735535,55.3070323604518,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:36 EST 2018,09:35.7,-85.65124372,38.19098398,19.62,4.5509996,114,276.7,-0.16151428,9.54975891,2.7744751,0.05988473,2275.25,43.49598312,52.3094280619631,43.49598312,#N/A,#N/A,,
Thu Jan 11 19:09:37 EST 2018,09:36.7,-85.65145975,38.19101475,19.55,4.5509996,113,277.6,1.11984253,9.62573242,1.38963318,0.02791995,2226.5,43.49598312,51.1886349104322,43.49598312,#N/A,#N/A,,
Thu Jan 11 19:09:38 EST 2018,09:37.7,-85.65168472,38.19104352,19.94,4.5509996,114,278.6,0.52761841,10.67019653,1.54098511,0.11928529,2272.75,44.73872757,50.8005060368327,44.73872757,#N/A,#N/A,,
Thu Jan 11 19:09:39 EST 2018,09:38.7,-85.65190372,38.19108574,20.07,4.5509996,114,281.4,1.23110962,8.9724884,3.9912262,0.10943997,2318.75,45.36009598,51.1187189952679,45.36009598,#N/A,#N/A,,
Thu Jan 11 19:09:40 EST 2018,09:39.7,-85.65215068,38.19114661,20.83,4.5509996,115,284.9,-0.30389404,10.85145569,2.33479309,0.01291468,2343.75,45.9814682,50.9716216499585,45.9814682,#N/A,#N/A,,
Thu Jan 11 19:09:41 EST 2018,09:40.7,-85.65238163,38.19120643,21.16,4.5509996,116,287.3,0.17108154,8.61296082,3.11366272,-0.01495538,2380,46.60284042,51.0698485017365,46.60284042,#N/A,#N/A,,
Thu Jan 11 19:09:42 EST 2018,09:41.7,-85.65260773,38.19126618,21.33,4.5509996,117,288.7,-0.81535339,8.31385803,2.67877197,-0.05823299,2400.5,47.22420883,50.8319791791841,47.22420883,#N/A,#N/A,,
Thu Jan 11 19:09:43 EST 2018,09:42.7,-85.65283708,38.19132931,21.44,4.5509996,118,289.2,0.31645203,8.6865387,3.30030823,-0.03321731,2419.25,47.84558105,50.5637082235832,47.84558105,#N/A,#N/A,,
Thu Jan 11 19:09:44 EST 2018,09:43.7,-85.65306901,38.19139243,21.42,4.5509996,119,289.4,0.42532349,9.86561584,2.93299866,0.03316759,2440.5,48.46695328,50.3538975495511,48.46695328,#N/A,#N/A,,
Thu Jan 11 19:09:45 EST 2018,09:44.7,-85.65329119,38.19148754,21.87,4.5509996,121,294.2,0.66221619,9.02931213,2.61953735,0.02538529,2462,48.46695328,50.7974987777074,48.46695328,#N/A,#N/A,,
Thu Jan 11 19:09:46 EST 2018,09:45.7,-85.65351702,38.19157961,21.94,4.5509996,122,296.6,0.50369263,9.35713196,2.39282227,-0.0551975,2389.5,47.84558105,49.9419162138068,#N/A,#N/A,#N/A,,
Thu Jan 11 19:09:47 EST 2018,09:46.7,-85.65372919,38.19166962,21.23,4.5509996,122,298.5,0.37208557,8.92463684,2.80378723,-0.02665812,2328.25,45.9814682,50.6345293254468,45.9814682,#N/A,#N/A,,
Thu Jan 11 19:09:48 EST 2018,09:47.7,-85.65393252,38.19176416,20.91,4.5509996,122,300.2,-0.19381714,10.16410828,1.98544312,0.0983441,2286,45.36009598,50.3967187593239,45.36009598,#N/A,#N/A,,
Thu Jan 11 19:09:49 EST 2018,09:48.7,-85.65411252,38.1918721,20.33,4.5509996,123,303.8,-0.05981445,9.7830658,1.29870605,-0.00653173,2280.5,44.73872757,50.9737340301384,44.73872757,#N/A,#N/A,,
Thu Jan 11 19:09:50 EST 2018,09:49.7,-85.65430727,38.19197504,20.27,4.5509996,123,305,0.22013855,9.37567139,1.31546021,0.01203215,2295.5,44.73872757,51.3090140171816,44.73872757,#N/A,#N/A,,
Thu Jan 11 19:09:51 EST 2018,09:50.7,-85.65448904,38.19209792,20.56,4.5509996,123,309,0.66401672,10.02653503,2.07876587,-0.02053151,2315.75,45.36009598,51.0525815690745,45.36009598,#N/A,#N/A,,
Thu Jan 11 19:09:52 EST 2018,09:51.7,-85.65466465,38.1922258,20.63,4.5509996,123,310.3,-0.92602539,8.50888062,-0.73638916,-0.10528731,2368.5,46.60284042,50.8230824270432,46.60284042,#N/A,#N/A,,
Thu Jan 11 19:09:53 EST 2018,09:52.7,-85.65484443,38.19235588,21.52,4.5509996,123,312.2,0.08435059,9.78366089,3.82911682,0.04903255,2405.5,46.60284042,51.6170254499694,46.60284042,#N/A,#N/A,,
Thu Jan 11 19:09:54 EST 2018,09:53.7,-85.65502037,38.19249654,21.67,4.5509996,123,314.4,-0.00598145,9.94755554,4.25325012,0.04318162,2395.25,47.84558105,50.0620945014106,47.84558105,#N/A,#N/A,,
Thu Jan 11 19:09:55 EST 2018,09:54.7,-85.65519083,38.19263987,21.75,4.5509996,123,316.8,-0.17169189,9.6999054,-0.21894836,0.0371947,2429.25,47.22420883,51.4407770968685,47.22420883,#N/A,#N/A,,
Thu Jan 11 19:09:56 EST 2018,09:55.7,-85.65535052,38.19278382,21.74,4.5509996,122,319.2,-0.10289001,9.62513733,2.51725769,0.02350521,2424,46.60284042,52.0139969614324,46.60284042,#N/A,#N/A,,
Thu Jan 11 19:09:57 EST 2018,09:56.7,-85.65551391,38.19293657,22.04,4.5509996,121,319.5,0.07118225,9.88833618,3.46958923,0.08725828,2466,48.46695328,50.8800292387597,48.46695328,#N/A,#N/A,,
Thu Jan 11 19:09:58 EST 2018,09:57.7,-85.65566406,38.19309603,22.26,4.5509996,121,322,-0.66819763,9.77767944,3.29312134,0.08043413,2506.25,49.70969391,50.4177314899101,49.70969391,#N/A,#N/A,,
Thu Jan 11 19:09:59 EST 2018,09:58.7,-85.65581966,38.19325605,22.67,4.5509996,121,322.3,-0.63050842,8.93241882,1.46859741,0.0065167,2566.25,50.95243835,50.3655974689973,50.95243835,#N/A,#N/A,,
Thu Jan 11 19:10:00 EST 2018,09:59.7,-85.6559856,38.19342259,23.07,4.5509996,120,322.3,-0.25424194,9.75314331,2.08892822,0.06791507,2617.5,51.57381058,50.7525034618064,51.57381058,#N/A,#N/A,,
Thu Jan 11 19:10:01 EST 2018,10:00.7,-85.65614986,38.19359039,23.6,4.5509996,120,322.2,-0.41096497,10.15214539,2.85224915,0.08180532,2663.75,52.19517899,51.0344068464703,52.19517899,#N/A,#N/A,,
Thu Jan 11 19:10:02 EST 2018,10:01.7,-85.65631561,38.19376399,23.72,4.5509996,120,322.3,-0.56770325,9.77407837,1.76530457,0.03311068,2723.25,53.43792343,50.9609997021548,53.43792343,#N/A,#N/A,,
Thu Jan 11 19:10:03 EST 2018,10:02.7,-85.65649172,38.1939393,24.5,4.5509996,119,322.1,-0.41096497,8.36291504,4.58345032,-0.00795687,2725.5,54.05929184,50.4168646542152,54.05929184,#N/A,#N/A,,
Thu Jan 11 19:10:04 EST 2018,10:03.7,-85.65667033,38.19411026,24.62,4.5509996,119,321.8,-0.24645996,10.03788757,3.21296692,0.07168519,2737.25,53.43792343,51.2229859303124,53.43792343,#N/A,#N/A,,
Thu Jan 11 19:10:05 EST 2018,10:04.7,-85.65683356,38.19428548,24.32,4.5509996,118,322,-0.58505249,9.79263306,3.49591064,0.02616451,2715.25,53.43792343,50.8112932860647,53.43792343,#N/A,#N/A,,
Thu Jan 11 19:10:06 EST 2018,10:05.7,-85.65700172,38.19445289,24.14,4.5509996,117,321.9,-0.55873108,8.86720276,4.72642517,0.04486388,2700.25,52.81655121,51.1250723142398,52.81655121,#N/A,#N/A,,
Thu Jan 11 19:10:07 EST 2018,10:06.7,-85.65717245,38.19462571,24.03,4.5509996,116,321.8,-0.96430969,9.7268219,5.36231995,0.06934471,2669,52.81655121,50.5334017245463,52.81655121,#N/A,#N/A,,
Thu Jan 11 19:10:08 EST 2018,10:07.7,-85.65734815,38.19480555,24.67,4.5509996,115,321.8,-0.1651001,9.31047058,2.3066864,0.0064704,2641.5,52.19517899,50.6081222655847,52.19517899,#N/A,#N/A,,
Thu Jan 11 19:10:09 EST 2018,10:08.7,-85.65751263,38.1949688,23.68,4.5509996,114,321.3,-0.80638123,8.54716492,3.40977478,0.01598148,2614.5,51.57381058,50.6943344033975,51.57381058,#N/A,#N/A,,
Thu Jan 11 19:10:10 EST 2018,10:09.7,-85.65767887,38.19513399,23.29,4.5509996,114,321.3,-0.38285828,9.68136597,2.49810791,0.0441168,2585.25,50.95243835,50.7384942451925,50.95243835,#N/A,#N/A,,
Thu Jan 11 19:10:11 EST 2018,10:10.7,-85.65784332,38.19529323,23.15,4.5509996,114,321.2,-0.73937988,10.08575439,5.4221344,0.03205784,2548,50.33106613,50.6247968882435,50.33106613,#N/A,#N/A,,
Thu Jan 11 19:10:12 EST 2018,10:11.7,-85.65800557,38.19545247,22.72,4.5509996,114,321.3,-0.6388855,10.50210571,2.84028625,0.07253867,2532.5,50.33106613,50.3168359966549,50.33106613,#N/A,#N/A,,
Thu Jan 11 19:10:13 EST 2018,10:12.7,-85.6581678,38.19561394,22.68,4.5509996,114,321.2,-1.02891541,8.63090515,4.29032898,0.0331951,2525.75,49.70969391,50.8100091015024,49.70969391,#N/A,#N/A,,
Thu Jan 11 19:10:14 EST 2018,10:13.7,-85.65833349,38.19576757,22.55,4.5509996,113,321.4,-0.83270264,9.20758057,2.38085938,0.02419567,2534.25,50.33106613,50.3516057747374,50.33106613,#N/A,#N/A,,
Thu Jan 11 19:10:15 EST 2018,10:14.7,-85.65849226,38.1959268,22.69,4.5509996,113,321.4,-0.79441833,9.38226318,3.37866211,0.05376113,2545.25,50.33106613,50.5701586655423,50.33106613,#N/A,#N/A,,
Thu Jan 11 19:10:16 EST 2018,10:15.7,-85.65865322,38.19609092,22.83,4.5509996,112,321.7,0.40917969,8.85823059,1.59361267,0.05674404,2554.5,50.33106613,50.7539417782645,50.33106613,#N/A,#N/A,,
Thu Jan 11 19:10:17 EST 2018,10:16.7,-85.6588147,38.19625323,22.85,4.5509996,112,321.6,-0.28234863,9.87278748,4.65643311,0.13165215,2561,50.33106613,50.8830866682855,50.33106613,#N/A,#N/A,,
Thu Jan 11 19:10:18 EST 2018,10:17.7,-85.65897776,38.19641446,22.97,4.5509996,113,321.6,-0.7154541,8.40838623,1.07676697,-0.01451123,2577.75,50.33106613,51.2158831156474,50.33106613,#N/A,#N/A,,
Thu Jan 11 19:10:19 EST 2018,10:18.7,-85.65914371,38.19657827,23.15,4.5509996,113,321.5,-0.70109558,9.22433472,3.40498352,0.02771925,2585.5,50.95243835,50.7434007817214,50.95243835,#N/A,#N/A,,
Thu Jan 11 19:10:20 EST 2018,10:19.7,-85.65930904,38.19674263,23.18,4.5509996,113,321.2,-0.57188416,8.57348633,3.29013062,0.03240312,2604.25,50.95243835,51.1113910213877,50.95243835,#N/A,#N/A,,
Thu Jan 11 19:10:21 EST 2018,10:20.7,-85.65947749,38.19690725,23.28,4.5509996,113,321.1,-1.58404541,9.67657471,3.38105774,0.08634929,2609.75,51.57381058,50.60223339425,51.57381058,#N/A,#N/A,,
Thu Jan 11 19:10:22 EST 2018,10:21.7,-85.65964741,38.19707178,23.44,4.5509996,114,321,-1.38066101,10.15274048,4.34057617,0.11769656,2616,51.57381058,50.723418932602,51.57381058,#N/A,#N/A,,
Thu Jan 11 19:10:23 EST 2018,10:22.7,-85.65981703,38.19723776,23.48,4.5509996,113,321,-0.61735535,9.42532349,3.5892334,0.03439984,2629,52.19517899,50.3686365459861,52.19517899,#N/A,#N/A,,
Thu Jan 11 19:10:24 EST 2018,10:23.7,-85.6599873,38.19740498,23.52,4.5509996,113,321.1,-0.20817566,9.46600342,6.00358582,0.10787185,2617.75,52.19517899,50.1530993983473,52.19517899,#N/A,#N/A,,
Thu Jan 11 19:10:25 EST 2018,10:24.7,-85.66015582,38.19757579,23.51,4.5509996,113,321.2,-0.10289001,9.59521484,0.96191406,0.07401632,2593.75,50.95243835,50.9053164871746,50.95243835,#N/A,#N/A,,
Thu Jan 11 19:10:26 EST 2018,10:25.7,-85.66031665,38.19773739,23.05,4.5509996,113,321.5,-0.05981445,9.36550903,3.5007019,-0.0438299,2545.25,50.33106613,50.5701586655423,50.33106613,#N/A,#N/A,,
Thu Jan 11 19:10:27 EST 2018,10:26.7,-85.66047329,38.19789873,22.64,4.5509996,113,322.8,0.41874695,8.69313049,1.21076965,0.01189842,2501.5,49.0883255,50.9591633961928,49.0883255,#N/A,#N/A,,
Thu Jan 11 19:10:28 EST 2018,10:27.7,-85.66062098,38.1980574,22.27,4.5509996,113,323.2,-0.30867004,8.55194092,2.32342529,0.04877105,2456.25,48.46695328,50.6788612399446,48.46695328,#N/A,#N/A,,
Thu Jan 11 19:10:29 EST 2018,10:28.7,-85.66076567,38.19821742,21.88,4.5509996,113,323.9,-0.71305847,9.59521484,3.51026917,0.02284532,2417,47.84558105,50.5166819371295,47.84558105,#N/A,#N/A,,
Thu Jan 11 19:10:30 EST 2018,10:29.7,-85.66090713,38.1983723,21.52,4.5509996,113,324.6,0.35174561,9.60479736,3.45045471,0.09787035,2380.5,46.60284042,51.0805774615057,46.60284042,#N/A,#N/A,,
Thu Jan 11 19:10:31 EST 2018,10:30.7,-85.66104432,38.1985252,21.28,4.5509996,112,324.9,-1.23948669,9.19082642,0.78485107,0.0559299,2367.25,46.60284042,50.79626002762,46.60284042,#N/A,#N/A,,
Thu Jan 11 19:10:32 EST 2018,10:31.7,-85.66118456,38.198683,21.15,4.5509996,112,325.4,1.30648804,8.70509338,3.75912476,0.05260244,2336.75,45.9814682,50.8193864066307,45.9814682,#N/A,#N/A,,
Thu Jan 11 19:10:33 EST 2018,10:32.7,-85.66131929,38.1988392,20.91,4.5509996,112,326,-0.23210144,9.44926453,3.92662048,0.00041464,2310.5,45.36009598,50.9368410732362,45.36009598,#N/A,#N/A,,
Thu Jan 11 19:10:34 EST 2018,10:33.7,-85.66144423,38.19899504,20.63,4.5509996,112,326.8,0.03111267,10.31066895,3.30209351,0.09312037,2277.5,44.73872757,50.9066780327298,44.73872757,#N/A,#N/A,,
