GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Engine RPM(rpm),Speed (OBD)(mph),Ratio (RPM/mph),5,4,3,2,1
Thu Jan 11 19:14:51 EST 2018,14:51.7,-85.65148745,38.22119968,33.11,4.5509996,128,60.4,1.68693542,10.6073761,3.09391785,-0.00546556,3693,72.70043182,50.7974974501328,72.70043182,#N/A,#N/A,,
Thu Jan 11 19:14:52 EST 2018,14:52.7,-85.65116435,38.2213467,33.14,4.5509996,128,60.1,0.06221008,9.96850586,5.80020142,0.01240506,3697.75,72.70043182,50.862834063425,72.70043182,#N/A,#N/A,,
Thu Jan 11 19:14:53 EST 2018,14:53.7,-85.65083741,38.22149557,33.02,4.5509996,128,60.2,1.00976562,10.29870605,1.89271545,0.09951433,3691.25,73.32180023,50.3431447185022,73.32180023,#N/A,#N/A,,
Thu Jan 11 19:14:54 EST 2018,14:54.7,-85.6505116,38.22164672,33.11,4.5509996,128,59.8,-0.31825256,10.45184326,2.3497467,0.08001176,3704.5,73.32180023,50.5238549569093,73.32180023,#N/A,#N/A,,
Thu Jan 11 19:14:55 EST 2018,14:55.7,-85.65017581,38.22179971,33.16,4.5509996,129,60,0.22013855,10.03549194,1.86161804,-0.01413753,3709,73.32180023,50.5852282454249,73.32180023,#N/A,#N/A,,
Thu Jan 11 19:14:56 EST 2018,14:56.7,-85.64984584,38.22195236,33.28,4.5509996,130,60.5,-0.17706299,9.02812195,2.07936096,0.00388542,3728,72.70043182,51.2789251270227,72.70043182,#N/A,#N/A,,
Thu Jan 11 19:14:57 EST 2018,14:57.7,-85.64950846,38.22209934,33.3,4.5509996,130,60.1,-1.49311829,11.04766846,6.29312134,0.06794125,3729,73.32180023,50.8579984166054,73.32180023,#N/A,#N/A,,
Thu Jan 11 19:14:58 EST 2018,14:58.7,-85.64917832,38.22225015,33.43,4.5509996,129,59.9,0.14356995,9.14057922,2.34017944,-0.01907504,3719.75,72.70043182,51.1654457460415,72.70043182,#N/A,#N/A,,
Thu Jan 11 19:14:59 EST 2018,14:59.7,-85.64885161,38.22239948,33.32,4.5509996,129,60.1,1.38543701,9.8536377,2.73500061,0.07464869,3710.5,72.70043182,51.0382112885777,72.70043182,#N/A,#N/A,,
Thu Jan 11 19:15:00 EST 2018,15:00.7,-85.64852308,38.22255062,33.23,4.5509996,128,60.4,1.7946167,9.43251038,3.80697632,0.04075048,3691.75,72.70043182,50.7803036045295,72.70043182,#N/A,#N/A,,
Thu Jan 11 19:15:01 EST 2018,15:01.7,-85.64818857,38.22269494,33.2,4.5509996,128,61.1,-0.55752563,10.21496582,3.88594055,-0.00005598,3671,71.45768738,51.3730591430736,71.45768738,#N/A,#N/A,,
Thu Jan 11 19:15:02 EST 2018,15:02.7,-85.64785763,38.22283513,33.02,4.5509996,127,61.4,-0.01196289,7.65942383,2.25643921,-0.16704613,3646.75,71.45768738,51.0336974748035,71.45768738,#N/A,#N/A,,
Thu Jan 11 19:15:03 EST 2018,15:03.7,-85.64752771,38.22297419,32.81,4.5509996,127,61.4,-0.93080139,9.93022156,7.08753967,0.07696436,3610.5,70.21494293,51.4206784102844,70.21494293,#N/A,#N/A,,
Thu Jan 11 19:15:04 EST 2018,15:04.7,-85.6472018,38.22311585,32.43,4.5509996,126,61.2,-0.29431152,10.77726746,2.07218933,0.07870659,3575.5,70.21494293,50.9222090170258,70.21494293,#N/A,#N/A,,
Thu Jan 11 19:15:05 EST 2018,15:05.7,-85.64688769,38.22325636,32.1,4.5509996,126,60.7,0.30627441,8.77926636,2.81634521,-0.01180434,3565.75,70.21494293,50.7833496860467,70.21494293,#N/A,#N/A,,
Thu Jan 11 19:15:06 EST 2018,15:06.7,-85.64657078,38.2233976,31.95,4.5509996,125,60.4,0.14596558,9.69572449,1.75393677,0.02325841,3555.75,69.59357452,51.0930789878904,69.59357452,#N/A,#N/A,,
Thu Jan 11 19:15:07 EST 2018,15:07.7,-85.64625748,38.22353813,31.82,4.5509996,125,60.4,-0.54077148,9.79621887,3.68016052,0.0532805,3535.5,69.59357452,50.8021038491701,69.59357452,#N/A,#N/A,,
Thu Jan 11 19:15:08 EST 2018,15:08.7,-85.64593874,38.22367968,31.73,4.5509996,125,60,-0.66041565,10.0785675,6.03709412,0.09257216,3524.25,69.59357452,50.6404509943255,69.59357452,#N/A,#N/A,,
Thu Jan 11 19:15:09 EST 2018,15:09.7,-85.64562526,38.22381985,31.57,4.5509996,125,60,-0.3134613,10.29393005,3.48634338,0.08477158,3489.5,68.35083008,51.0527815962992,68.35083008,#N/A,#N/A,,
Thu Jan 11 19:15:10 EST 2018,15:10.7,-85.64531216,38.223958,31.39,4.5509996,125,60.1,-0.19381714,8.84147644,3.76629639,-0.0202214,3423,67.10808563,51.0072663802792,67.10808563,#N/A,#N/A,,
Thu Jan 11 19:15:11 EST 2018,15:11.7,-85.64500843,38.22409558,30.75,4.5509996,125,60.3,-0.83270264,8.94676208,2.43589783,-0.00429037,3351,65.86534882,50.8765239998618,65.86534882,#N/A,#N/A,,
Thu Jan 11 19:15:12 EST 2018,15:12.7,-85.644709,38.22423052,30.21,4.5509996,125,60.3,0.04547119,8.91087341,4.79043579,0.02744642,3239,65.24397278,49.6444324584859,#N/A,#N/A,#N/A,,
Thu Jan 11 19:15:13 EST 2018,15:13.7,-85.64441117,38.22436156,29.6,4.5509996,126,61.2,-0.06939697,9.33918762,4.24964905,0.00460613,3234.75,63.37985992,51.0375063006293,63.37985992,#N/A,#N/A,,
Thu Jan 11 19:15:14 EST 2018,15:14.7,-85.64412334,38.22449343,29.49,4.5509996,127,60.3,-1.21556091,8.49691772,1.40937805,-0.00653717,3239,64.62260437,50.1217806304268,64.62260437,#N/A,#N/A,,
Thu Jan 11 19:15:15 EST 2018,15:15.7,-85.6438401,38.22461324,28.84,4.5509996,127,60.9,-0.63648987,9.05204773,2.53160095,0.05815775,3293.25,64.62260437,50.9612701639867,64.62260437,#N/A,#N/A,,
Thu Jan 11 19:15:16 EST 2018,15:16.7,-85.64354015,38.22474234,29.38,4.5509996,127,61,-0.46420288,9.70289612,3.68734741,0.06770428,4052.25,64.62260437,62.7063864031019,#N/A,64.62260437,#N/A,,
Thu Jan 11 19:15:17 EST 2018,15:17.7,-85.64324544,38.22486617,29.06,4.5509996,127,61.4,0.04307556,10.39442444,2.54595947,0.09394013,4199.25,67.10808563,62.5744269200665,#N/A,67.10808563,#N/A,,
Thu Jan 11 19:15:18 EST 2018,15:18.7,-85.64294487,38.22499573,30.05,4.5509996,127,61.5,1.83050537,8.97068787,2.46461487,-0.03941521,4288,68.35083008,62.7351561785159,#N/A,68.35083008,#N/A,,
Thu Jan 11 19:15:19 EST 2018,15:19.7,-85.64262852,38.22511999,30.9,4.5509996,127,63.1,-1.14616394,11.24865723,6.34815979,0.12321533,4218,67.72946167,62.2771818348634,#N/A,67.72946167,#N/A,,
Thu Jan 11 19:15:20 EST 2018,15:20.7,-85.64230468,38.22524337,31.02,4.5509996,126,64.7,-0.35414124,9.65742493,2.20140076,0.05019188,3843.5,67.10808563,57.2732773393524,#N/A,#N/A,#N/A,,
Thu Jan 11 19:15:21 EST 2018,15:21.7,-85.64198757,38.22536139,30.42,4.5509996,127,64.7,-1.80897522,8.82951355,3.12742615,0.02384512,2629.25,65.86534882,39.9185618402377,#N/A,#N/A,#N/A,,
Thu Jan 11 19:15:22 EST 2018,15:22.7,-85.64168184,38.22547764,29.89,4.5509996,126,64.3,-0.27278137,8.46340942,1.68215942,0.04552618,2837,64.62260437,43.9010471282868,#N/A,#N/A,#N/A,,
Thu Jan 11 19:15:23 EST 2018,15:23.7,-85.6413861,38.22560133,29.5,4.5509996,126,62.9,-2.36410522,9.35832214,3.16571045,0.01754169,3286,63.37985992,51.8461227927561,63.37985992,#N/A,#N/A,,
Thu Jan 11 19:15:24 EST 2018,15:24.7,-85.64108831,38.22572442,29.12,4.5509996,126,62.2,-0.53120422,8.89651489,2.80438232,0.05432469,3771.5,62.75849152,60.0954533586597,#N/A,62.75849152,#N/A,,
Thu Jan 11 19:15:25 EST 2018,15:25.7,-85.64079978,38.22585171,28.69,4.5509996,126,60.5,-1.18444824,9.8033905,2.7517395,0.07699899,3158.5,62.75849152,50.3278508374192,62.75849152,#N/A,#N/A,,
Thu Jan 11 19:15:26 EST 2018,15:26.7,-85.64052519,38.2259757,28.19,4.5509996,127,59.9,-0.72981262,10.15513611,4.22332764,0.12006269,3114.25,61.51574707,50.6252487912767,61.51574707,#N/A,#N/A,,
Thu Jan 11 19:15:27 EST 2018,15:27.7,-85.6402436,38.22610553,28.21,4.5509996,127,59.5,-0.53359985,9.4899292,3.21595764,0.01122379,3064.75,60.27300644,50.8478037021576,60.27300644,#N/A,#N/A,,
Thu Jan 11 19:15:28 EST 2018,15:28.7,-85.63997337,38.22623043,27.59,4.5509996,127,59.6,0.38523865,9.42294312,5.69970703,0.03752962,3008,59.03026199,50.9569142774526,59.03026199,#N/A,#N/A,,
Thu Jan 11 19:15:29 EST 2018,15:29.7,-85.6397056,38.22635731,27.07,4.5509996,128,59.7,-0.01675415,9.74835205,1.68215942,0.04827033,2946.75,58.40889359,50.4503649852478,58.40889359,#N/A,#N/A,,
Thu Jan 11 19:15:30 EST 2018,15:30.7,-85.63944673,38.22647841,26.5,4.5509996,128,59.7,0.46420288,10.21017456,4.90049744,0.04649292,2885.5,56.54477692,51.0303542992561,56.54477692,#N/A,#N/A,,
Thu Jan 11 19:15:31 EST 2018,15:31.7,-85.63918633,38.22659754,25.96,4.5509996,129,59.8,-0.27038574,10.03788757,4.21615601,0.06561413,2824.25,55.92340851,50.5021077085274,55.92340851,#N/A,#N/A,,
Thu Jan 11 19:15:32 EST 2018,15:32.7,-85.63893694,38.22671248,25.46,4.5509996,129,59.7,-0.76330566,9.27937317,3.33320618,0.0233715,2749.5,54.68066406,50.2828567879686,54.68066406,#N/A,#N/A,,
Thu Jan 11 19:15:33 EST 2018,15:33.7,-85.63869004,38.2268256,24.9,4.5509996,130,60,-0.57427979,8.49931335,3.14416504,-0.0177814,2703.5,52.81655121,51.1866060555679,52.81655121,#N/A,#N/A,,
Thu Jan 11 19:15:34 EST 2018,15:34.7,-85.63845465,38.22693459,24.32,4.5509996,129,59.8,-1.1557312,9.43011475,4.17068481,-0.01504642,2642.5,52.19517899,50.6272811231526,52.19517899,#N/A,#N/A,,
Thu Jan 11 19:15:35 EST 2018,15:35.7,-85.63821946,38.22704112,23.83,4.5509996,130,59.9,0.06700134,9.6502533,4.92921448,0.05163415,2587,50.95243835,50.7728400008947,50.95243835,#N/A,#N/A,,
Thu Jan 11 19:15:36 EST 2018,15:36.7,-85.63799276,38.2271499,23.31,4.5509996,130,59,0.15792847,7.89152527,6.41516113,0.06749637,2446.25,48.46695328,50.4725350873138,48.46695328,#N/A,#N/A,,
Thu Jan 11 19:15:37 EST 2018,15:37.7,-85.63777913,38.22725878,22.27,4.5509996,131,58.1,-0.79441833,10.72462463,3.87397766,0.02562601,2189,43.49598312,50.3264863323315,43.49598312,#N/A,#N/A,,
Thu Jan 11 19:15:38 EST 2018,15:38.7,-85.63758709,38.22735805,20.49,4.5509996,130,57.1,-1.18684387,8.32702637,3.9864502,0.14243397,2002.75,39.14638519,51.1605347538348,39.14638519,#N/A,#N/A,,
Thu Jan 11 19:15:39 EST 2018,15:39.7,-85.63741345,38.22744696,18.45,4.5509996,130,56.7,-0.00956726,9.53060913,5.40777588,0.09655072,1423.25,34.79678726,40.9017645613528,#N/A,#N/A,#N/A,,
Thu Jan 11 19:15:40 EST 2018,15:40.7,-85.63726324,38.22752371,16.27,4.5509996,130,56.8,0.0765686,8.17149353,3.02931213,-0.02989264,880,33.55404282,26.2263478866241,#N/A,#N/A,#N/A,,
Thu Jan 11 19:15:41 EST 2018,15:41.7,-85.63711813,38.22758938,15.24,4.5509996,129,59.5,-1.00498962,10.21496582,3.45285034,0.03275142,739.5,32.93267441,22.4549027143526,#N/A,#N/A,#N/A,,
Thu Jan 11 19:15:42 EST 2018,15:42.7,-85.63696684,38.22765536,15.04,4.5509996,129,61,-0.84706116,9.4133606,2.83070374,0.03357268,723.75,32.31130219,22.3992829426724,#N/A,#N/A,#N/A,,
Thu Jan 11 19:15:43 EST 2018,15:43.7,-85.63682676,38.22772784,15.03,4.5509996,127,58.8,-1.26818848,8.49931335,2.18464661,0.05593367,2346.25,32.31130219,72.6139103340174,#N/A,#N/A,#N/A,,
Thu Jan 11 19:15:44 EST 2018,15:44.7,-85.63668576,38.22780002,14.79,4.5509996,127,57.5,-0.42352295,9.10469055,2.47418213,0.01248854,1655,32.31130219,51.2204673853165,32.31130219,#N/A,#N/A,,
Thu Jan 11 19:15:45 EST 2018,15:45.7,-85.6365462,38.22787536,14.82,4.5509996,127,55.9,-0.45463562,8.13320923,-0.18902588,0.03882677,1743.75,34.17541504,51.0235207958428,34.17541504,#N/A,#N/A,,
Thu Jan 11 19:15:46 EST 2018,15:46.7,-85.63640024,38.22795324,15.34,4.5509996,127,54.9,-0.4355011,9.22673035,1.2322998,0.06413259,1826.75,36.03952789,50.687400944197,36.03952789,#N/A,#N/A,,
Thu Jan 11 19:15:47 EST 2018,15:47.7,-85.63625524,38.22802773,15.14,4.5509996,127,55.5,-1.76350403,9.06161499,2.23968506,0.0393615,1856.25,36.03952789,51.5059466279818,36.03952789,#N/A,#N/A,,
Thu Jan 11 19:15:48 EST 2018,15:48.7,-85.63610638,38.22810417,16.17,4.5509996,127,56.9,0.76570129,10.70069885,6.55154419,0.00571399,1815.25,35.41815948,51.2519573758495,35.41815948,#N/A,#N/A,,
Thu Jan 11 19:15:49 EST 2018,15:49.7,-85.63595406,38.22818993,16,4.5509996,127,55.6,-0.54316711,9.53779602,4.11326599,0.01926919,1780.25,34.79678726,51.1613324154915,34.79678726,#N/A,#N/A,,
Thu Jan 11 19:15:50 EST 2018,15:50.7,-85.63579636,38.22827047,16.05,4.5509996,127,54.8,1.13897705,8.75773621,4.00558472,0.09310369,1725.5,33.55404282,51.4245037254202,33.55404282,#N/A,#N/A,,
Thu Jan 11 19:15:51 EST 2018,15:51.7,-85.63564077,38.22836307,16.46,4.5509996,128,53,3.10827637,10.31785583,4.03190613,0.06965912,1593,30.44718933,52.3201003131805,30.44718933,#N/A,#N/A,,
Thu Jan 11 19:15:52 EST 2018,15:52.7,-85.635499,38.22841515,14.5,4.5509996,128,62.2,4.69711304,10.0785675,-2.02671814,0.14689669,1473.75,27.96170425,52.7060148703204,27.96170425,#N/A,#N/A,,
Thu Jan 11 19:15:53 EST 2018,15:53.7,-85.63534806,38.22845332,13.44,4.5509996,128,72.8,2.62971497,9.07836914,3.940979,0.11066697,1423,27.34033203,52.0476488156241,27.34033203,#N/A,#N/A,,
Thu Jan 11 19:15:54 EST 2018,15:54.7,-85.6351961,38.22846006,12.9,4.5509996,129,85.2,3.41217041,9.95175171,4.55593872,0.01953609,1381,26.71896172,51.6861401454188,26.71896172,#N/A,#N/A,,
Thu Jan 11 19:15:55 EST 2018,15:55.7,-85.63505515,38.2284398,12.42,4.5509996,129,98.5,2.00518799,11.21516418,1.90707397,0.09323417,1354.25,26.09758949,51.8917657325753,26.09758949,#N/A,#N/A,,
Thu Jan 11 19:15:56 EST 2018,15:56.7,-85.63492714,38.22839553,12.16,4.5509996,129,112.1,2.2348938,10.20777893,3.74476624,0.0701793,1350,26.09758949,51.7289154432171,26.09758949,#N/A,#N/A,,
Thu Jan 11 19:15:57 EST 2018,15:57.7,-85.63481178,38.22833501,12.05,4.5509996,130,123.1,2.73739624,11.34197998,3.5892334,0.15105939,1358.75,26.09758949,52.0641954507194,26.09758949,#N/A,#N/A,,
Thu Jan 11 19:15:58 EST 2018,15:58.7,-85.63471498,38.22825747,12.18,4.5509996,130,134.7,1.84965515,10.4757843,3.00778198,0.0842341,1366.5,26.09758949,52.3611577430786,26.09758949,#N/A,#N/A,,
Thu Jan 11 19:15:59 EST 2018,15:59.7,-85.63463942,38.22815473,12.17,4.5509996,128,146.6,1.66300964,7.42492676,0.90927124,0.06107146,1373.75,26.71896172,51.4147972663064,26.71896172,#N/A,#N/A,,
Thu Jan 11 19:16:00 EST 2018,16:00.7,-85.63459128,38.22805063,12.13,4.5509996,128,158.1,2.02671814,10.65763855,7.78623962,0.08158904,1374.25,26.09758949,52.6581200354378,26.09758949,#N/A,#N/A,,
Thu Jan 11 19:16:01 EST 2018,16:01.7,-85.63457066,38.22793607,12.27,4.5509996,129,170.1,3.77587891,10.28913879,4.00079346,0.07362632,1357.5,26.09758949,52.0162983067905,26.09758949,#N/A,#N/A,,
Thu Jan 11 19:16:02 EST 2018,16:02.7,-85.6345813,38.22782681,12.1,4.5509996,128,183.7,1.40458679,8.71226501,-0.64128113,0.05656179,1333.5,25.47621918,52.3429316798647,25.47621918,#N/A,#N/A,,
Thu Jan 11 19:16:03 EST 2018,16:03.7,-85.63462395,38.2277191,11.98,4.5509996,128,196.4,2.06022644,11.42094421,5.21635437,0.09964215,1321.75,25.47621918,51.8817172462401,25.47621918,#N/A,#N/A,,
Thu Jan 11 19:16:04 EST 2018,16:04.7,-85.63469195,38.22762627,11.74,4.5509996,128,208.6,1.6678009,10.02352905,1.48834229,0.08432017,1306,25.47621918,51.2634936437221,25.47621918,#N/A,#N/A,,
Thu Jan 11 19:16:05 EST 2018,16:05.7,-85.63478872,38.22754897,11.71,4.5509996,129,221.2,1.26101685,9.22673035,1.08155823,0.09432425,1305.75,24.85484695,52.5350247630473,24.85484695,#N/A,#N/A,,
Thu Jan 11 19:16:06 EST 2018,16:06.7,-85.63489794,38.22748646,11.6,4.5509996,130,232.9,1.36630249,11.70089722,5.1804657,0.15344195,1304.25,24.85484695,52.4746743612517,24.85484695,#N/A,#N/A,,
Thu Jan 11 19:16:07 EST 2018,16:07.7,-85.6350188,38.2274464,11.59,4.5509996,130,244.5,1.22990417,9.84407043,3.88354492,0.08628223,1309,25.47621918,51.3812505203922,25.47621918,#N/A,#N/A,,
Thu Jan 11 19:16:08 EST 2018,16:08.7,-85.63515246,38.2274269,11.68,4.5509996,130,255.9,1.38783264,9.07357788,0.74894714,0.02882118,1302.75,24.85484695,52.4143239594561,24.85484695,#N/A,#N/A,,
Thu Jan 11 19:16:09 EST 2018,16:09.7,-85.63528895,38.22742383,11.69,4.5509996,130,267.1,2.02911377,10.28674316,3.22792053,0.0815718,1308,25.47621918,51.3419982281688,25.47621918,#N/A,#N/A,,
Thu Jan 11 19:16:10 EST 2018,16:10.7,-85.63542127,38.22744255,11.57,4.5509996,130,278.4,2.3999939,10.2771759,3.1872406,0.03805501,1297,24.85484695,52.1829807525731,24.85484695,#N/A,#N/A,,
Thu Jan 11 19:16:11 EST 2018,16:11.7,-85.63554549,38.22748174,11.6,4.5509996,131,290,0.78005981,8.91326904,-0.18902588,0.03248521,1311.75,24.85484695,52.7764263702296,24.85484695,#N/A,#N/A,,
Thu Jan 11 19:16:12 EST 2018,16:12.7,-85.6356549,38.22754028,11.68,4.5509996,131,302.5,1.11265564,10.23649597,1.88314819,0.12856251,1306.75,25.47621918,51.2929328628896,25.47621918,#N/A,#N/A,,
Thu Jan 11 19:16:13 EST 2018,16:13.7,-85.63575074,38.22761553,11.63,4.5509996,132,313.1,2.33300781,9.82254028,0.81594849,0.02567249,1315.5,25.47621918,51.6363904198441,25.47621918,#N/A,#N/A,,
Thu Jan 11 19:16:14 EST 2018,16:14.7,-85.63583295,38.2276985,11.63,4.5509996,132,319.2,0.98583984,9.19801331,2.6321106,0.05860492,1468.5,25.47621918,57.6419911300198,#N/A,#N/A,#N/A,,
Thu Jan 11 19:16:15 EST 2018,16:15.7,-85.63587361,38.22780048,11.68,4.5509996,133,336.9,0.1100769,9.79621887,3.40977478,0.00559756,1646,24.85484695,66.2245075703433,#N/A,#N/A,#N/A,,
Thu Jan 11 19:16:16 EST 2018,16:16.7,-85.63590821,38.22790002,11.35,4.5509996,133,343.2,-0.40678406,10.65284729,4.33100891,0.04560253,1628,25.47621918,63.9027317396474,#N/A,25.47621918,#N/A,,
Thu Jan 11 19:16:17 EST 2018,16:17.7,-85.63594232,38.22800157,11.37,4.5509996,133,343.7,-0.08135986,10.03788757,3.36669922,0.06255511,1740.5,27.34033203,63.6605289976063,#N/A,27.34033203,#N/A,,
Thu Jan 11 19:16:18 EST 2018,16:18.7,-85.63598355,38.2281095,12.25,4.5509996,133,342.9,-0.83509827,10.162323,3.45285034,0.04640899,1791.25,28.58307457,62.6682058157609,#N/A,28.58307457,#N/A,,
Thu Jan 11 19:16:19 EST 2018,16:19.7,-85.63602706,38.22821849,12.73,4.5509996,133,342.1,-1.06719971,10.67437744,5.03210449,0.05543159,1856.25,29.20444679,63.5605260167299,#N/A,29.20444679,#N/A,,
Thu Jan 11 19:16:20 EST 2018,16:20.7,-85.6360793,38.22833464,13.13,4.5509996,132,340.9,-0.57905579,8.42034912,2.60816956,0.04963434,1910.25,30.44718933,62.7397813077546,#N/A,30.44718933,#N/A,,
Thu Jan 11 19:16:21 EST 2018,16:21.7,-85.63613159,38.22845103,13.68,4.5509996,132,340.1,-0.41156006,10.17906189,4.8717804,0.0950028,1891.25,29.82581711,63.409830249576,#N/A,29.82581711,#N/A,,
Thu Jan 11 19:16:22 EST 2018,16:22.7,-85.63618607,38.22856702,13.86,4.5509996,132,339.6,-0.2416687,10.21257019,3.13699341,0.01553574,1847.5,29.20444679,63.2609141095804,#N/A,29.20444679,#N/A,,
Thu Jan 11 19:16:23 EST 2018,16:23.7,-85.63624249,38.22868172,13.45,4.5509996,132,340.1,-0.09809875,8.74337769,0.15074158,-0.08953959,1808,28.58307457,63.254216951791,#N/A,28.58307457,#N/A,,
Thu Jan 11 19:16:24 EST 2018,16:24.7,-85.63629143,38.22879572,13.11,4.5509996,132,340.5,-0.07417297,9.25305176,3.5007019,0.08946381,1777.75,27.96170425,63.578027437294,#N/A,27.96170425,#N/A,,
Thu Jan 11 19:16:25 EST 2018,16:25.7,-85.63633952,38.22890939,12.91,4.5509996,131,341.6,-0.12442017,9.01855469,3.26860046,-0.00743059,1706.25,26.71896172,63.8591431014633,#N/A,26.71896172,#N/A,,
Thu Jan 11 19:16:26 EST 2018,16:26.7,-85.63637962,38.22901864,12.53,4.5509996,131,342.3,-0.22253418,9.2099762,3.62034607,0.06406001,1563,24.85484695,62.8851186709882,#N/A,24.85484695,#N/A,,
Thu Jan 11 19:16:27 EST 2018,16:27.7,-85.63641954,38.22912053,11.7,4.5509996,131,342.1,0.24645996,9.28414917,4.31425476,0.06288928,1532.5,24.23347664,63.2389657813457,#N/A,24.23347664,#N/A,,
Thu Jan 11 19:16:28 EST 2018,16:28.7,-85.63646262,38.22921636,11.16,4.5509996,131,341.4,0.32781982,8.19062805,2.26361084,0.05093385,982,22.9907341,42.7128596994213,#N/A,#N/A,#N/A,,
Thu Jan 11 19:16:29 EST 2018,16:29.7,-85.63650519,38.2293062,10.77,4.5509996,131,340.4,0.39482117,8.49691772,5.24746704,0.02373901,826.75,21.12662125,39.1330913834601,#N/A,#N/A,#N/A,,
Thu Jan 11 19:16:30 EST 2018,16:30.7,-85.63654392,38.22938949,9.89,4.5509996,131,339.7,0.27038574,8.43231201,3.52941895,0.03074335,728.5,18.01976395,40.4278325743551,#N/A,#N/A,#N/A,,
Thu Jan 11 19:16:31 EST 2018,16:31.7,-85.63657684,38.22946549,8.73,4.5509996,131,339.4,1.21794128,8.31745911,3.16091919,-0.06552517,723.25,14.29153728,50.6068721530844,14.29153728,#N/A,#N/A,,
Thu Jan 11 19:16:32 EST 2018,16:32.7,-85.63660408,38.22952068,7.03,4.5509996,130,338.7,0.17228699,8.39163208,2.8235321,0.03000815,726.25,11.18468189,64.9325575052184,#N/A,11.18468189,#N/A,,
Thu Jan 11 19:16:33 EST 2018,16:33.7,-85.63662519,38.2295647,5.35,4.5509996,131,338.7,0.16749573,9.43490601,3.49113464,0.03212491,727.5,8.69919682,83.6284101915515,#N/A,#N/A,8.69919682,,
Thu Jan 11 19:16:34 EST 2018,16:34.7,-85.63664635,38.22960095,4.3,4.5509996,130,338.2,-0.64367676,9.97088623,3.44326782,0.03195542,721,8.69919682,82.8812147740324,#N/A,#N/A,8.69919682,,
Thu Jan 11 19:16:35 EST 2018,16:35.7,-85.63665973,38.22963507,3.91,4.5509996,130,338,0.14117432,9.37747192,2.60099792,0.01110268,740.5,9.32056808,79.4479471255576,#N/A,#N/A,#N/A,,
Thu Jan 11 19:16:36 EST 2018,16:36.7,-85.63667592,38.22966971,4.12,4.5509996,130,338.2,0.26321411,10.04267883,2.92881775,0.03517899,1406.5,9.32056808,150.902819219577,#N/A,#N/A,#N/A,,
Thu Jan 11 19:16:37 EST 2018,16:37.7,-85.63669449,38.22970483,4.42,4.5509996,130,338.1,-0.27278137,9.63111877,-0.26799011,0.04880047,1406.75,11.80605221,119.154987202958,#N/A,#N/A,#N/A,,
Thu Jan 11 19:16:38 EST 2018,16:38.7,-85.63671391,38.2297507,4.88,4.5509996,130,337.7,0.04307556,10.31785583,2.74456787,0.01252085,1244.25,15.53427982,80.0970508074703,#N/A,#N/A,15.53427982,,
Thu Jan 11 19:16:39 EST 2018,16:39.7,-85.636741,38.22980614,6.28,4.5509996,130,336.7,-0.86859131,9.24108887,3.33560181,0.02440077,1488,18.01976395,82.5759984497466,#N/A,#N/A,18.01976395,,
Thu Jan 11 19:16:40 EST 2018,16:40.7,-85.63677858,38.22987334,7.8,4.5509996,130,336.8,-0.3134613,9.02572632,0.93559265,0.04954605,1694.5,19.88387871,85.2197916067453,#N/A,#N/A,19.88387871,,
Thu Jan 11 19:16:41 EST 2018,16:41.7,-85.63681869,38.22994949,9.04,4.5509996,130,336.4,-0.40438843,10.7677002,3.25901794,0.03045076,1874.5,21.74799156,86.1918671813205,#N/A,#N/A,21.74799156,,
Thu Jan 11 19:16:42 EST 2018,16:42.7,-85.63686189,38.23002783,9.77,4.5509996,129,336.1,0.72741699,8.35334778,2.1583252,0.07787275,1958,23.61210442,82.923570266,#N/A,#N/A,23.61210442,,
Thu Jan 11 19:16:43 EST 2018,16:43.7,-85.6369107,38.23011486,10.52,4.5509996,129,335.2,0.17468262,10.35614014,4.43629456,0.16759235,2060.75,24.85484695,82.9113936668196,#N/A,#N/A,24.85484695,,
Thu Jan 11 19:16:44 EST 2018,16:44.7,-85.63696745,38.23020645,11.14,4.5509996,129,334.2,-0.78245544,9.01855469,1.92622375,0.02391767,2165.25,26.09758949,82.9674327136487,#N/A,#N/A,26.09758949,,
Thu Jan 11 19:16:45 EST 2018,16:45.7,-85.63702735,38.23029943,11.61,4.5509996,128,333.6,-1.09352112,9.91346741,3.53419495,-0.00386835,2252.75,26.71896172,84.3127821959393,#N/A,#N/A,26.71896172,,
Thu Jan 11 19:16:46 EST 2018,16:46.7,-85.63709491,38.2304003,12.36,4.5509996,129,332.4,1.21556091,9.20758057,3.95294189,0.0244759,2294.25,27.34033203,83.9144893150005,#N/A,#N/A,27.34033203,,
Thu Jan 11 19:16:47 EST 2018,16:47.7,-85.63716308,38.23049855,12.53,4.5509996,128,332.1,-0.38523865,8.66918945,1.26580811,-0.08705717,2280.5,27.34033203,83.4115693071194,#N/A,#N/A,27.34033203,,
Thu Jan 11 19:16:48 EST 2018,16:48.7,-85.63723033,38.23059664,12.46,4.5509996,128,331.8,-0.10528564,9.20518494,3.60598755,0.02911594,2251.25,27.34033203,82.3417212903541,#N/A,#N/A,27.34033203,,
Thu Jan 11 19:16:49 EST 2018,16:49.7,-85.6373039,38.23069055,12.3,4.5509996,128,330.3,-0.10528564,9.94456482,4.54397583,0.04560738,2228.75,26.71896172,83.4145436995671,#N/A,#N/A,26.71896172,,
